,Topic,For_Info
7495,دانشگاهیان - فرهنگیان - بازاریان- عموم مردم.,-1
7496,جمعی از مردم بهمئی,58
7497,شهروندان و گردشگران شهر یاسوج,-1
7498,مردم شهر دهدشت و روستاهای در مسیر,29
7499,شهروندان شهرستان چرام و حومه,-1
7500,حامیان محیط‌زیست,0
7501,ساکنان استان,26
7502,دانشجویان دانشگاه یاسوج,55
7503,کشاورزان منطقه فیروزآباد,-1
7504,مربیان پیش‌دبستانی قبل از سال ۹۲ در استان کهگیلویه و بویراحمد,-1
7505,مردم باشت,7
7506,اهالی منطقه کاکان,26
7507,جمعی از هواداران کاندید دوازدهمین دوره مجلس شورای اسلامی,0
7508,کانون والیبال ترکمن‌صحرا و مردم ترکمن‌صحرا,0
7509,ورزشی‌ها و والیبالی‌ها,109
7510,مردم شریف گنبدکاووس,136
7511,فعالان روستا,-1
7512,شهروندان گنبد کاووس,16
7513,مردم استان گلستان,14
7514,جمعی از فعالین اجتماعی شهرستان آق قلا,-1
7515,مردم شریف شهرستان گالیکش و روستاهای حومه,-1
7516,ورزشکاران، گردشگران، هتل‌داران,-1
7517,جمعی از شهروندان گرگانی و کنشگران محیط زیست,0
7518,مردم شریف گنبدکاووس و حومه,136
7519,فعالین اجتماعی و محیط زیست,0
7520,جمعی از دانشجویان دانشگاه گنبد کاووس,24
7521,جامعه ورزش و جوانان گلستان,-1
7522,بخش زیادی از مردم شهرستان آق‌قلا، بندرترکمن، گمیشان، گنبد و فعالان سیاسی و اجتماعی و علمای بزرگوار,0
7523,دانشجویان دانشگاه گلستان,55
7524,مردم شهرستان آق‌قلا,21
7525,شهروندان گرگان و تمامی حامیان محیط زیست,0
7526,اهالی آزادشهر,26
7527,مردم تالش و اقوام,-1
7528,جمعی از ساکنین و اهالی استانهای گیلان ، مازندران و گلستان و سایر اقوام کشور,-1
7529,اعضای این نهاد مردمی,-1
7530,جمعی از داروسازان استان گیلان,-1
7531,مردم آسیب‌دیده آتش‌سوزی روستای طرح گردشگری امامزاده ابراهیم (ع) شفت و حومه,11
7532,ایرانیان با شرف,-1
7533,ثبت نام کنندگان مسکن مهر شهر انزلی,-1
7534,هواداران تیم های ورزشی و بانوان هوادار تیم های رشتی,50
7535,جوانان غیور گیلان,140
7536,هنرمندان و هنردوستان استان گیلان,43
7537,عموم مردم تالش,68
7538,روزنامه‌نگاران و فعالان رسانه‌ای و اجتماعی گیلان,0
7539,فعالین سیاسی، اقتصادی و گردشگری استان گیلان,0
7540,جمعی از حامیان مطالبه‌گری در استان گیلان,-1
7541,اهالی روستای بویه,11
7542,عموم مردم فرهیخته گیلان,75
7543,دانشجویان دانشکده فنی و مهندسی شرق گیلان، دانشگاه گیلان,-1
7544,مردم دیلمان,7
7545,فرهنگیان، دانشجویان، دانش آموزان و اولیای دانش آموزان، معتمدین و جمعی از مطالبه‌گران شهرستان سیاهکل,-1
7546,ساکنان شهر منجیل و استان گیلان,-1
7547,فرهیختگان و نویسندگان و شاعران و هنرمندان و مردم,-1
7548,کارمندان شهرستان بندرانزلی,-1
7549,جامعه هواداری باشگاه سپیدرود رشت,50
7550,عموم ساکنان و شهروندان شهرستان آستارا,99
7551,مردم منطقه اشکورات,9
7552,جمعی از شهروندان استان گیلان,-1
7553,اهالی انزلی,26
7554,اقشار مختلف مردم‌ رشت,15
7555,مردم روستای خمیران,9
7556,کلیه شهروندان شهرستان خمام,-1
7557,مردم بومی,7
7558,جمعی از پرسنل کادر درمان گیلان,-1
7559,جمعی از مردم تالش,58
7560,مردم گیلان,7
7561,جمعی از مردم رشت و حومه (مردم استان گیلان),-1
7562,دانشجو معلمان گیلان,111
7563,جمعی از ساکنین لنگرود,-1
7564,مردم استان‌های اردبیل و گیلان,14
7565,مردم شهرستان بندر انزلی,21
7566,دانشجویان دانشکده فنی فومن، ساکنان گرانقدر شهرستان فومن و دانشجویان دانشگاه‌های غرب گیلان,79
7567,عموم مردم گیلان,75
7568,جمعی از کارکنان دستگاه‌های اجرایی استان گیلان,-1
7569,مردم روستاهای شهرستان شفت,-1
7570,مردم لشت‌نشا,9
7571,اهالی دهستان سراوان و هشت روستای همجوار,29
7572,ساکنان استان گیلان و شهرستان نمین,-1
7573,جمعی از دانشجویان دانشگاه گیلان,24
7574,دانشجویان دانشکده بهداشت دانشگاه علوم پزشکی گیلان,36
7575,اهالی بندرانزلی,26
7576,جامعه ورزشی و کوهنوردی استان گیلان,-1
7577,دانشگاهیان، فرهنگیان و عموم مردم,-1
7578,مردم استان‌های شمالی کشور,14
7579,مردم رضوانشهر,7
7580,حامیان دکتر سید ابراهیم رئیسی در استان گیلان,0
7581,پرسنل منتقل شده از کلانشهرها به کیاشهر,3
7582,مردم اشکور,7
7583,خانواده بزرگ‌ والیبال گیلان,-1
7584,اهالی روستای ورزشی هده و روستاهای همجوار,29
7585,دانشجویان دکترای دانشگاه گیلان,40
7586,جامعه بزرگ ورزش گیلان,-1
7587,اهالی روستای لسبو,11
7588,مردم روستاهای منطقه بلوکات,9
7589,عطاران و فروشندگان گیاهان دارویی,44
7590,مردم دهستان چهارده,9
7591,رانندگان و مردم,-1
7592,جمعی از جوانان رومشکان,-1
7593,عموم شهروندان لرستان,75
7594,کسبه وعموم مردم دهدشت,-1
7595,عموم مردم شریف ازنا,68
7596,جمعی از فرهنگیان ودانش آموزان و...,22
7597,عموم مردم و کارکنان شرکت سیمان دورود,-1
7598,جمعی از شهروندان شهرستان دورود,-1
7599,جمعی از جوانان و عموم مردم دهلران,86
7600,دانشجویان دانشگاه لرستان,55
7601,مردم بخش طرهان چه ساکن و چه غیر ساکن,29
7602,اهالی روستای چنارگریت (استان لرستان),11
7603,عموم مردم استان لرستان و تمامی گردشگران کشور,83
7604,عموم مردم لرستان,75
7605,اعضای کوی شهرآرا شهرستان بروجرد,-1
7606,مردم دلفان و کوهدشت,21
7607,عموم ساکنان مجاور حوضه آبخیز کبیر کوه، شش شهرستان مجاور، ده بخش و صدها روستای دو استان خوزستان و لرستان,-1
7608,کشاورزان، دامداران و فعالان اجتماعی,-1
7609,آحاد مردم شهرستان‌های کوهدشت و رومشکان,-1
7610,دانشجویان، اساتید، کارکنان و مردم شهرستان بروجرد,10
7611,متقاضیان مسکن ملی خرم‌آباد,60
7612,ساکنین بخش زز و ماهرو، دهستان چمسنگر، بخش پاپی، شهر سپیددشت،تله زنگ،تنگ هفت و سایر شهروندان ایستگاه‌های مسیر از مبدأ دورود تا مقصد اندیمشک,64
7613,فعالین رسانه‌ای ،انجمن‌های مردم نهاد ،‌شهروندان خرم آباد,0
7614,مردم استانهای مرکزی و لرستان,14
7615,پرسنل توزیع برق لرستان مردم ولایتمدار استان,-1
7616,عموم مردم ازنا,68
7617,شهروندان لرستان و بیرانشهر و بازماندگان افراد فوت شده,-1
7618,کل اهالی شهرستان کوهدشت لرستان,-1
7619,کلیه اقشار استان لرستان و ملت شریف ایران,-1
7620,قوم لر,131
7621,جمعی از حامیان طبیعت سورنا شهرستان رستم,0
7622,جامعه دانشجویی رشته الهیات دانشگاه پیام لرستان,36
7623,جمعی از جوانان افرینه,-1
7624,فعالان مدنی و اجتماعی و فعالان محیط زیست,0
7625,مردم و دوستداران خُرموا,-1
7626,جمعی از مردم شهرستان کوهدشت,30
7627,ایرانیان لرزبان,74
7628,جمعی از شهروندان بروجردی,51
7629,چهره‌های فرهنگی و سیاسی لرستان، ساکنان استان لرستان و لرستانی‌های ساکن دیگر مناطق ایران,-1
7630,جمعی از رؤسا، کارکنان، اساتید و دانشجویان,-1
7631,پزشکان بیمه روستایی استان لرستان,-1
7632,مردم لرستان و شهر خرم‌آباد,21
7633,اهالی شهر دورود,-1
7634,اهالی دهستان بیرگان,-1
7635,جمعی از جوانان مطالبه‌گر,-1
7636,جمعی از مردم شهیدپرور، انقلابی و شریف بروجرد و اشترینان,112
7637,جمعی از مردم شهرستان ازنا,30
